번호,상호,품목,구,동,결재방법,전화번호,주소,데이터기준일자
6606,색소토피아,기타(도소매),수정구,위례동,지류,070-4202-1447,경기도 성남시 수정구 위례광장로 27 으뜸프라자 506호,2021-01-16
6607,색연필(성남여수점),문구,중원구,도촌동,지류,031-759-7188,"경기도 성남시 중원구 여수울로15번길 4-12 (여수동,1층 103호)",2021-01-16
6608,샌드데이,음식점,분당구,야탑1동,모두,031-709-9117,성남시 분당구 성남대로925번길 19(야탑동),2021-01-16
6609,샌드샌드,음식점,수정구,위례동,지류,031-8039-7898,경기도 성남시 수정구 위례광장로 34 5A 119호 샌드샌드,2021-01-16
6610,샌드앤푸드,음식점,중원구,하대원동,모두,031-751-8560,"성남시 중원구 둔촌대로 274, 1층 119호",2021-01-16
6611,샐러드나인,음식점,분당구,판교동,지류,031-708-1358,경기도 성남시 분당구 서판교로44번길 17-11 B1,2021-01-16
6612,샐러드박스 분당정자점,음식점,분당구,정자1동,모두,031-604-1150,경기도 성남시 분당구 정자일로 197 정자동푸르지오시티2차오피스텔 1층 115호,2021-01-16
6613,샐러디 분당정자점,음식점,분당구,정자동,모두,031-717-0339,경기도 성남시 분당구 정자일로 140 201동 104호,2021-01-16
6614,샐러디위례점,음식점,수정구,위례동,지류,031-755-1575,경기도 성남시 수정구 위례광장로 104 1층 1079호,2021-01-16
6615,샐러리오,카페,분당구,야탑1동,모두,,경기도 성남시 분당구 성남대로916번길 7 1층 105호,2021-01-16
6616,샘 토탈헤어,미용,수정구,신흥1동,모두,031-000-0000,"성남시 수정구 수정남로 104-1, 지하1(신흥동)",2021-01-16
6617,샘물,반찬,분당구,금곡동,모두,031-728-0011,"성남시 분당구 정자일로 1, 상가동 2층 201호(금곡동, 코오롱트리폴리스1)",2021-01-16
6618,샘스(Sam's),음식점,분당구,정자1동,모두,031-719-1005,"성남시 분당구 정자일로 234, 1층 106호(정자동, 태남프라자)",2021-01-16
6619,샘이분식,음식점,중원구,상대원1동,지류,031-734-7343,경기도 성남시 중원구 박석로59번길 2 2층 샘이분식,2021-01-16
6620,샘터족발,음식점,수정구,태평2동,지류,031-731-0550,성남시 수정구 수정로 215,2021-01-16
6621,샘터족발,음식점,중원구,금광1동,지류,031-731-0550,성남시 중원구 금빛로41번길 21,2021-01-16
6622,샘한의원,한의원,분당구,금곡동,모두,031-715-1193,"성남시 분당구 정자일로 55(금곡동,두산위브상가109-309)",2021-01-16
6623,샛별 윤선생 우리집앞영어교실,학원,분당구,분당동,지류,070-4215-0505,경기도 성남시 분당구 수내로 201 삼부상가 102호,2021-01-16
6624,샛별문구,기타(도소매),분당구,분당동,지류,031-702-650,성남시 분당구 분당로 190 샛별마을라이프상가106호,2021-01-16
6625,샛별이발소,미용,분당구,분당동,모두,031-701-0886,"경기도 성남시 분당구 수내로 181(분당동, 우방분산상가지하1호)",2021-01-16
6626,샛별전기조명,기타(도소매),중원구,성남동,지류,031-722-2416,경기도 성남시 중원구 둔촌대로 121-1 1층 샛별전기조명,2021-01-16
6627,샛별화원,기타(도소매),분당구,분당동,모두,031-703-8879,"성남시 분당구 수내로 181, 1층(분당동)",2021-01-16
6628,생가(家)면,음식점,분당구,야탑1동,모두,031-000-0000,"성남시 분당구 장미로 42, 리더스빌딩 103호",2021-01-16
6629,생각의 탄생,기타(도소매),분당구,서현1동,지류,031-707-5077,"성남시 분당구 황새울로342번길 23, 702호(서현동)",2021-01-16
6630,생각의힘수학전문학원,학원,수정구,위례동,지류,031-721-3292,경기도 성남시 수정구 위례광장로 310 우성트램타워 B동 907호,2021-01-16
6631,생각하는사람 수학학원,학원,분당구,수내1동,지류,031-717-8820,경기도 성남시 분당구 내정로173번길 49 406호 생각하는사람 수학학원,2021-01-16
6632,생각하는수학공간학원,학원,분당구,정자1동,모두,031-994-1600,경기도 성남시 분당구 성남대로 389 폴라리스2빌딩 6층 602호 생각하는수학공간학원,2021-01-16
6633,생고기 대학교,음식점,분당구,정자동,지류,031-714-4425,"성남시 분당구 내정로31번길 7-5, 102호(정자동, 1층)",2021-01-16
6634,생고기대학교 오리역,음식점,분당구,구미동,모두,031-716-3347,"성남시 분당구 성남대로 36, 2층(구미동)",2021-01-16
6635,생기한의원,한의원,분당구,서현1동,지류,031-702-3075,경기도 성남시 분당구 서현로210번길 2 성지하이츠텔 401호,2021-01-16
6636,생명마루한의원,병원,분당구,야탑1동,지류,031-698-3060,성남시 분당구 야탑로81번길 10,2021-01-16
6637,생명마루한의원,한의원,분당구,서현1동,모두,031-704-1075,"성남시 분당구 서현로210번길 2, 4층",2021-01-16
6638,생명수약국,약국,수정구,태평2동,모두,031-757-0420,성남시 수정구 수정로 161-1,2021-01-16
6639,생문약국,약국,중원구,은행1동,모두,031-747-4019,성남시 중원구 자혜로 73-2,2021-01-16
6640,생삼겹매니아,음식점,중원구,금광1동,모두,031-735-0611,성남시 중원구 산성대로 286(중앙동),2021-01-16
6641,생선가게,음식점,분당구,금곡동,모두,031-702-0300,"성남시 분당구 대왕판교로 255, 1층(궁내동)",2021-01-16
6642,생선에반하다,음식점,중원구,성남동,모두,031-734-3282,"성남시 중원구 제일로 39, 1층(성남동)",2021-01-16
6643,생선이야기,음식점,중원구,하대원동,모두,031-723-0045,경기도 성남시 중원구 둔촌대로 106 남영빌딩 1층,2021-01-16
6644,생선한마리,음식점,수정구,복정동,모두,031-755-9244,"성남시 수정구 복정로 124-1, 101호(복정동)",2021-01-16
6645,생약상회,기타(도소매),중원구,성남동,모두,031-753-3872,경기도 성남시 중원구 둔촌대로 75-2 1층 생약상회,2021-01-16
6646,생어거스틴,음식점,분당구,정자동,지류,031-717-3100,"경기도 성남시 분당구 느티로 2 2층 206,207호",2021-01-16
6647,생활맥주,음식점,분당구,구미동,지류,031-716-1513,경기도 성남시 분당구 구미로 11 107호 구미동 포인트타운,2021-01-16
6648,생활맥주,음식점,분당구,이매2동,모두,031-702-3336,경기도 성남시 분당구 판교로 446 131-8 1층,2021-01-16
6649,생활맥주 미금점,음식점,분당구,금곡동,지류,031-712-8255,"성남시 분당구 성남대로171번길 17, 1층 109호(금곡동, 씨티밸리)",2021-01-16
6650,생활맥주 서현점,음식점,분당구,서현2동,모두,031-707-6627,"성남시 분당구 돌마로486번길 6, 201호(서현동,상록프라자)",2021-01-16
6651,생활맥주 성남수진점,음식점,중원구,성남동,지류,031-758-4845,"성남시 중원구 광명로94번길 2, 1층",2021-01-16
6652,생활맥주(판교유스페이스점),음식점,분당구,삼평동,지류,031-628-1470,"경기도 성남시 분당구 대왕판교로 660 1층 142호 (삼평동, 유스페이스1)",2021-01-16
6653,생활용품점,기타(도소매),중원구,하대원동,지류,031-751-4949,"경기도 성남시 중원구 둔촌대로 274 (하대원동, 태연스카이빌)",2021-01-16
6654,생활커피(단대오거리점),카페,중원구,금광1동,모바일,031-000-0000,"성남시 중원구 광명로 262, 1층(중앙동)",2021-01-16
6655,생활한우,음식점,분당구,수내1동,지류,031-717-9252,"경기도 성남시 분당구 백현로 97, 206호(수내동, 다운타운)",2021-01-16
6656,샤넬의 꽃내는마을,기타(도소매),중원구,도촌동,모두,031-757-2288,경기도 성남시 중원구 마지로 310 (갈현동),2021-01-16
6657,샤론,기타(도소매),분당구,구미1동,지류,031-000-0000,성남시 분당구 돌마로 80 현대벤처빌1층 101호일부39,2021-01-16
6658,샤론 수내점,기타(도소매),분당구,수내1동,모두,031-711-6171,"성남시 분당구 내정로165번길 38(수내동, 양지마을청구금호아파트) 602동 162호",2021-01-16
6659,샤론스킨케어,미용,분당구,야탑1동,지류,031-718-1890,경기도 성남시 분당구 장미로 78 시그마3 201호,2021-01-16
6660,샤론스킨테라피,기타(도소매),분당구,서현2동,지류,031-701-5952,"경기도 성남시 분당구 불정로376번길 31 (서현동, 효자촌주상복합)",2021-01-16
6661,샤론안경원,안경점,분당구,야탑1동,모두,031-706-9067,"성남시 분당구 야탑로 95, 길세인옴니코아1층15호",2021-01-16
6662,샤론약국,기타(도소매),수정구,신흥1동,지류,031-757-4011,경기도 성남시 수정구 탄리로52번길 13 샤론약국,2021-01-16
6663,샤론헤어,미용,분당구,금곡동,지류,031-717-5464,"성남시 분당구 미금로 215(금곡동, 청솔마을대원아파트)",2021-01-16
6664,샤롯데,미용,분당구,서현1동,모두,031-701-2526,"경기도 성남시 분당구 서현로 170, 229-3호(서현동, 풍림아이원플러스)",2021-01-16
6665,샤르르 샤브샤브,음식점,분당구,서현1동,모두,031-706-3317,성남시 분당구 문정로 154,2021-01-16
6666,샤미하우스,기타(도소매),분당구,야탑1동,모두,031-725-3770,성남시 분당구 성남대로925번길 16 2층 (야탑동),2021-01-16
6667,샤미하우스분당야탑점,기타(도소매),분당구,야탑1동,지류,031-725-3770,경기도 성남시 분당구 성남대로925번길 16 (야탑동),2021-01-16
6668,샤방샤방,기타(도소매),중원구,성남동,모두,031-753-5585,"성남시 중원구 산성대로 지하 244-16, B가12호(성남동, 중앙지하상가)",2021-01-16
6669,샤브네,음식점,수정구,신흥2동,모두,031-741-4565,"성남시 수정구 산성대로 331, 지하1층 140호 (한신프라자)",2021-01-16
6670,샤브미,음식점,분당구,정자1동,모바일,031-714-4921,"성남시 분당구 성남대로331번길 3-3, 젤존3차 5층(정자동)",2021-01-16
6671,샤브일백,음식점,분당구,수내1동,모두,031-712-3300,"성남시 분당구 황새울로258번길 25, 1층",2021-01-16
6672,샤브향,음식점,분당구,판교동,모두,031-8016-9988,"성남시 분당구 서판교로 154, 2층(판교동)",2021-01-16
6673,샤브향,음식점,분당구,판교동,모두,031-8016-9988,"경기도 성남시 분당구 서판교로 154, 201호,202호,203호",2021-01-16
6674,샤브향이매야탑,음식점,분당구,이매1동,지류,031-702-4535,경기도 성남시 분당구 방아로 12 정나빌딩1층 샤브향,2021-01-16
6675,샤브효,음식점,분당구,서현1동,지류,031-706-3392,경기도 성남시 분당구 안골로 12-4 2층 샤브효,2021-01-16
6676,샤슬릭,음식점,분당구,판교동,모두,031-8016-6262,성남시 분당구 운중로267번길 8(판교동),2021-01-16
6677,샤앤시앙부티크,기타(도소매),분당구,정자1동,모두,070-8887-0048,"성남시 분당구 정자일로 132, 401동 111호(정자동, 현대엠코헤리츠1단지)",2021-01-16
6678,샤이나 헤어,미용,분당구,판교동,모두,031-8017-9079,경기도 성남시 분당구 서판교로44번길 5,2021-01-16
6679,샤인,기타(도소매),중원구,성남동,지류,031-000-0000,"성남시 중원구 산성대로 지하 204-5, E동 나열 11호 (중앙지하상가)",2021-01-16
6680,샤인골드,귀금속,중원구,성남동,모두,031-751-6013,성남시 중원구 광명로 156(성남동),2021-01-16
6681,샤인빌리지,기타(도소매),분당구,운중동,지류,031-751-3003,성남시 분당구 운중로 125번길 3-7,2021-01-16
6682,샤트렌 성남태평점,기타(도소매),수정구,태평3동,모두,031-722-2788,"성남시 수정구 수정로 115-1, 1층",2021-01-16
6683,샤프롱미용실,미용,중원구,성남동,지류,031-000-0000,"성남시 중원구 둔촌대로151번길 38, 1층",2021-01-16
6684,샤프트(Shaft),기타(도소매),분당구,분당동,모두,070-8894-9610,"성남시 분당구 장안로 35, 402호(분당동)",2021-01-16
6685,샬롬 건강피부관리실,미용,분당구,수내1동,모바일,031-608-5942,경기도 성남시 분당구 백현로 105 (수내동),2021-01-16
6686,샬롬심리상담연구소,기타(도소매),수정구,위례동,지류,031-755-0853,경기도 성남시 수정구 위례광장로 328 (창곡동),2021-01-16
6687,샬롬심리상담연구소,기타(도소매),수정구,위례동,모두,031-755-0853,성남시 수정구 위례광장로 328 6층 609호 (창곡동),2021-01-16
6688,샬롬약국,약국,분당구,이매1동,모두,031-709-4746,"성남시 분당구 양현로94번길 21, 분당코아 112,113호(이매동)",2021-01-16
6689,샬롬치과,병원,분당구,정자동,지류,031-714-2853,경기도 성남시 분당구 느티로 27 (정자동),2021-01-16
6690,샬롬헤어샵,미용,분당구,서현2동,모두,031-703-9973,성남시 분당구 불정로376번길 31,2021-01-16
6691,샴푸보이미용실,미용,중원구,은행1동,모두,031-734-9633,성남시 중원구 자혜로 71,2021-01-16
6692,샵 일리터(#1L),음식점,분당구,정자동,지류,031-726-1022,성남시 분당구 백현로 144번길 19-4 1층,2021-01-16
6693,샵(#)묘 헤어,미용,중원구,성남동,모두,031-756-0683,"성남시 중원구 둔촌대로 84, 3층 302호",2021-01-16
6694,샵디,카페,수정구,위례동,지류,,경기도 성남시 수정구 위례광장로 320 (창곡동),2021-01-16
6695,샵에이,기타(도소매),수정구,위례동,지류,070-8874-5959,경기도 성남시 수정구 위례광장로 12 6단지상가 6A101호,2021-01-16
6696,샹떼 PC방,음식점,분당구,야탑1동,모두,031-000-0000,"경기도 성남시 분당구 매화로 43, 2층(야탑동)",2021-01-16
6697,샹띠(Chantilly),문화·스포츠,분당구,판교동,모두,031-000-0000,"성남시 분당구 운중로267번길 13-7, B02호(판교동)",2021-01-16
6698,샹버버오리목,음식점,수정구,수진2동,지류,031-755-5678,경기도 성남시 수정구 제일로147번길 4 109호,2021-01-16
6699,샹피니과자점,제과제빵,분당구,수내2동,모두,031-714-4244,성남시 분당구 내정로174번길 42,2021-01-16
6700,샾(SHARP),기타(도소매),중원구,성남동,모두,031-755-3775,"성남시 중원구 산성대로 지하 204-5, B동 다열17-1호(성남동, 중앙지하도상가)",2021-01-16
6701,샾빨간맛,음식점,중원구,금광2동,모두,031-733-1829,성남시 중원구 산성대로372번길 5-3(금광동),2021-01-16
6702,서가네의정부부대찌개,음식점,분당구,운중동,모두,031-706-5656,"성남시 분당구 운중로142번길,1층",2021-01-16
6703,서가앤쿡 서현점,음식점,분당구,서현1동,지류,070-4335-4533,경기도 성남시 분당구 황새울로335번길 5 앤타운빌딩 301호 서가앤쿡,2021-01-16
